标题,日期,通知人,详细链接,附件1,下载次数1,链接码1,附件2,下载次数2,链接码2,附件3,下载次数3,链接码3,附件4,下载次数4,链接码4,附件5,下载次数5,链接码5,附件6,下载次数6,链接码6,附件7,下载次数7,链接码7,附件8,下载次数8,链接码8,附件9,下载次数9,链接码9
福州大学关于开展2023年省级一流本科课程申报推荐工作的通知,2023-06-14,教研教改,https://jwch.fzu.edu.cn/../info/1037/12832.htm,附件1：福建省教育厅办公室关于开展2023年一流本科课程认定及推荐工作的通（闽教办高〔2023〕2号）.pdf,1499,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997760,附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc,1242,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997759,附件4：2023年省级一流本科课程申报说明.docx,1346,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997762,附件7：虚拟仿真实验教学一流课程简介视频及教学引导视频技术要求.pdf,1938,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997765,附件5：2023年福建省一流本科课程申报书.rar,1280,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997764,附件6：国家虚拟仿真实验教学课程技术接口规范（2020版）.pdf,2043,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997763,附件3：教育部办公厅关于开展第二批国家级一流本科课程认定工作的通知（教高厅函〔2021〕13号）.doc,1226,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997761,,,,,,
福州大学关于公布2021级数理金融实验班学生主辅修专业及导师名单的通知,2023-06-13,教研教改,https://jwch.fzu.edu.cn/../info/1037/12830.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布2023-2024学年第一学期修读辅修专业学生名单的通知,2023-06-12,计划科,https://jwch.fzu.edu.cn/../info/1038/12829.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《大学英语（二）、（三）、（四）》课程期末考试安排的通知,2023-06-09,教学运行,https://jwch.fzu.edu.cn/../info/1036/12828.htm,2202英语二、四期末考试6.18下午.xlsx,1258,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995968,2202英语三期末考试6.18上午.xlsx,1133,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995838,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《工程制图A（下）、C（下）、D、F》课程期末考试安排的通知,2023-06-09,教学运行,https://jwch.fzu.edu.cn/../info/1036/12827.htm,2202 工程制图 期末考试安排 6.18下午.xlsx,797,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997452,,,,,,,,,,,,,,,,,,,,,,,,
关于转发12306手机客户端提供学生优惠资质在线核验服务的通知,2023-06-07,综合科,https://jwch.fzu.edu.cn/../info/1035/12821.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2023-2024学年第一学期修读辅修专业学生名单的公示,2023-06-05,计划科,https://jwch.fzu.edu.cn/../info/1038/12808.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《概率论与数理统计》课程期末考试安排的通知,2023-06-01,教学运行,https://jwch.fzu.edu.cn/../info/1036/12807.htm,2202概率期末考6.11下午.xlsx,1060,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993877,,,,,,,,,,,,,,,,,,,,,,,,
关于公布第二十九期本科生科研训练计划立项项目的通知,2023-05-31,实践科,https://jwch.fzu.edu.cn/../info/1039/12805.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布2023年本科生创新创业实践与素质拓展学分认定结果的通知,2023-05-30,实践科,https://jwch.fzu.edu.cn/../info/1039/12804.htm,福州大学本科生创新创业实践与素质拓展学分申报汇总表.doc,3883,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993329,,,,,,,,,,,,,,,,,,,,,,,,
关于公布福州大学第九届桥梁设计大赛获奖名单的通知,2023-05-30,实践科,https://jwch.fzu.edu.cn/../info/1039/12803.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛获奖名单的通知,2023-05-30,实践科,https://jwch.fzu.edu.cn/../info/1039/12802.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布福州大学第三届大学生先进成图技术与产品信息建模创新大赛获奖名单的通知,2023-05-30,实践科,https://jwch.fzu.edu.cn/../info/1039/12801.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《思想道德与法治》课程期末考试安排的通知,2023-05-26,教学运行,https://jwch.fzu.edu.cn/../info/1036/12798.htm,2202 思想道德与法治 随堂考安排.xlsx,1114,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991703,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,2023-05-26,教学运行,https://jwch.fzu.edu.cn/../info/1036/12797.htm,2202 毛泽东思想概论 随堂考安排.xlsx,1181,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991684,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《马克思主义基本原理》课程期末考试安排的通知,2023-05-26,教学运行,https://jwch.fzu.edu.cn/../info/1036/12796.htm,2202 马克思主义基本原理 随堂考安排.xlsx,1597,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991629,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《高等数学A（中）、B（下）、C（下）》课程期末考试安排的通知,2023-05-26,教学运行,https://jwch.fzu.edu.cn/../info/1036/12794.htm,2202高等数学A(中）、C（下）期末考试安排 6.11上午第二场.xlsx,1196,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991589,2202高等数学B（下）期末考试安排 6.11上午第一场.xlsx,1090,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991590,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,2023-05-24,教学运行,https://jwch.fzu.edu.cn/../info/1036/12783.htm,2202线性代数期末考试6.4下午.xlsx,1251,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991045,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于开展第七届远志创业实验班招生工作的通知,2023-05-22,教研教改,https://jwch.fzu.edu.cn/../info/1037/12779.htm,附件1：福州大学第七届远志创业实验班招生简章.docx,1399,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990686,附件2：远志创业实验班修读申请表.docx,1065,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990685,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第四十二场“教学有道”研讨活动的通知,2023-05-22,质量办,https://jwch.fzu.edu.cn/../info/1040/12778.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-05-22,综合科,https://jwch.fzu.edu.cn/../info/1035/12776.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于做好第二十七期、二十八期本科生科研训练计划项目结题工作的通知,2023-05-18,实践科,https://jwch.fzu.edu.cn/../info/1039/12775.htm,srtp项目结题附件.zip,2846,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989484,,,,,,,,,,,,,,,,,,,,,,,,
关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2023-05-18,实践科,https://jwch.fzu.edu.cn/../info/1039/12774.htm,国创省创结题附件.zip,1685,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989479,,,,,,,,,,,,,,,,,,,,,,,,
关于做好2023-2024学年第一学期教材选用及征订工作的通知,2023-05-18,教材中心,https://jwch.fzu.edu.cn/../info/1042/12773.htm,附件1：教育部公示马工程重点教材目录-115种-.xlsx,1631,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989267,附件2：全国大中专教学用书目录(2023秋).xlsx,1517,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989268,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《近现代史纲要》课程期末考试安排的通知,2023-05-17,教学运行,https://jwch.fzu.edu.cn/../info/1036/12771.htm,2202近现代史纲要期末考试.xlsx,1232,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12283327,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,2023-05-17,教研教改,https://jwch.fzu.edu.cn/../info/1037/12770.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,2023-05-17,实践科,https://jwch.fzu.edu.cn/../info/1039/12769.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第四十一场“教学有道”研讨活动的通知,2023-05-16,质量办,https://jwch.fzu.edu.cn/../info/1040/12768.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024届预计毕业生核对电子注册学历信息的通知,2023-05-16,教学运行,https://jwch.fzu.edu.cn/../info/1036/12765.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织申报2023-2024学年第一学期通识教育选修课的通知,2023-05-15,计划科,https://jwch.fzu.edu.cn/../info/1038/12762.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期计算机语言类课程期末考试安排的通知,2023-05-12,教学运行,https://jwch.fzu.edu.cn/../info/1036/12761.htm,2202计算机语言期末考试5.28.xlsx,1258,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12222774,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第四十场“教学有道”研讨活动的通知,2023-05-12,质量办,https://jwch.fzu.edu.cn/../info/1040/12760.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2023届本科毕业生座谈会的通知,2023-05-12,质量办,https://jwch.fzu.edu.cn/../info/1040/12759.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布福州大学第九届“汇仟杯”测量大赛获奖名单的通知,2023-05-08,实践科,https://jwch.fzu.edu.cn/../info/1039/12750.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023学年第二学期在校学生申请辅修专业的通知,2023-05-08,计划科,https://jwch.fzu.edu.cn/../info/1038/12749.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于开展2022-2023学年本科教学优秀奖评选工作的通知,2023-05-05,教研教改,https://jwch.fzu.edu.cn/../info/1037/12747.htm,附件1：福州大学本科教学优秀奖评选办法.doc,1505,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219565,附件2：福州大学2022-2023学年教学优秀奖申报简表.doc,1282,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219566,附件4：各教学单位2022-2023学年教学优秀奖二等奖和三等奖名额分配表.docx,1611,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219568,附件3：福州大学2022-2023学年教学优秀奖申报汇总表.xls,1332,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219567,,,,,,,,,,,,,,,
关于举办福州大学第三十九场“教学有道”研讨活动的通知,2023-05-05,质量办,https://jwch.fzu.edu.cn/../info/1040/12746.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织申报2023年本科生开放探索性实验项目（课程）的通知,2023-05-05,实践科,https://jwch.fzu.edu.cn/../info/1039/12745.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2023届本科毕业设计（论文）抽检送审工作的通知,2023-04-26,实践科,https://jwch.fzu.edu.cn/../info/1039/12723.htm,3附件2：2023届福州大学本科毕业设计（论文）抽检情况汇总表.xlsx,3560,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218055,3附件1：福建省本科毕业论文（设计）抽检评议要素（试行）.docx,2740,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218054,,,,,,,,,,,,,,,,,,,,,
关于对2023届本科毕业设计（论文）进行查重检测的通知,2023-04-26,实践科,https://jwch.fzu.edu.cn/../info/1039/12722.htm,2附件：维普论文检测系统查重标准及格式报告说明.doc,7333,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218050,,,,,,,,,,,,,,,,,,,,,,,,
关于试用本科毕业设计（论文）管理模块的通知,2023-04-26,实践科,https://jwch.fzu.edu.cn/../info/1039/12721.htm,1附件：福州大学本科毕业设计（论文）管理模块操作指南.doc,2648,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218049,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《工程制图E》课程期末考试安排的通知,2023-04-25,教学运行,https://jwch.fzu.edu.cn/../info/1036/12718.htm,2202制图E期末考试5.14上午.xlsx,952,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219851,,,,,,,,,,,,,,,,,,,,,,,,
关于2023届预计毕业生补拍电子注册学历照片的通知,2023-04-24,教学运行,https://jwch.fzu.edu.cn/../info/1036/12716.htm,附件：获得图像采集码途径.pdf,2388,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12216500,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十七届数学建模竞赛暨2023年全国大学生数学建模竞赛集训队选拔的通知,2023-04-20,实践科,https://jwch.fzu.edu.cn/../info/1039/12714.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2023年五一节放假课程调整的通知,2023-04-19,教学运行,https://jwch.fzu.edu.cn/../info/1036/12712.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《大学物理》课程半期考试安排的通知,2023-04-19,教学运行,https://jwch.fzu.edu.cn/../info/1036/12711.htm,2202大物半期考5.7下午.xlsx,1042,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12215056,,,,,,,,,,,,,,,,,,,,,,,,
关于举办2023年福州大学第二十三届数学竞赛暨第十五届全国大学生数学竞赛选拔赛的通知,2023-04-17,实践科,https://jwch.fzu.edu.cn/../info/1039/12702.htm,附件3：福州大学第二十三届数学竞赛大纲.pdf,3681,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12214628,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛的通知,2023-04-15,实践科,https://jwch.fzu.edu.cn/../info/1039/12701.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第二十届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2023-04-14,实践科,https://jwch.fzu.edu.cn/../info/1039/12695.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第七届网络信息安全竞赛的通知,2023-04-13,实践科,https://jwch.fzu.edu.cn/../info/1039/12694.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织开展第十六届中国大学生计算机设计大赛校内预选赛的通知,2023-04-07,实践科,https://jwch.fzu.edu.cn/../info/1039/12673.htm,附件1：2023年（第16届）4C大赛通知（中大计赛函[2023]1号）.pdf,1643,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212463,附件2：2023年计算机设计大赛省级赛公告.pdf,1852,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212465,附件3 2023年（第16届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx,1328,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212464,,,,,,,,,,,,,,,,,,
关于举办福州大学第三届大学生先进成图技术与产品信息建模创新大赛的通知,2023-04-07,实践科,https://jwch.fzu.edu.cn/../info/1039/12672.htm,附件2：福州大学第三届大学生先进成图技术与产品信息建模创新大赛报名表.xls,1319,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212445,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《高等数学》课程半期考试安排的通知,2023-04-07,教学运行,https://jwch.fzu.edu.cn/../info/1036/12671.htm,2202高数半期考4.16上午.xlsx,1419,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212349,,,,,,,,,,,,,,,,,,,,,,,,
关于2022-2023学年第二学期《线性代数》课程半期考试安排的通知,2023-04-06,教学运行,https://jwch.fzu.edu.cn/../info/1036/12667.htm,2202线代半期考4.22下午.xlsx,1173,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212082,,,,,,,,,,,,,,,,,,,,,,,,
关于2023年清明节放假课程调整的通知,2023-04-03,教学运行,https://jwch.fzu.edu.cn/../info/1036/12666.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第十四届企业经营模拟沙盘对抗赛的通知,2023-03-31,实践科,https://jwch.fzu.edu.cn/../info/1039/12665.htm,附件：福州大学第十四届企业经营模拟沙盘对抗赛报名表.doc,1185,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12210538,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2023年省级大学生学科专业竞赛项目申报工作的通知,2023-03-29,实践科,https://jwch.fzu.edu.cn/../info/1039/12660.htm,附件1：福建省高校大学生学科专业竞赛管理办法（试行）.pdf,1539,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995879,附件2：福建省高校大学生学科专业竞赛项目申请表.doc,1427,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995878,,,,,,,,,,,,,,,,,,,,,
